num_rooms,num_bathrooms,house_size_sqft,lot_size_sqft,age_of_house,location_score,crime_rate,school_rating,price
6,3,2065,8655,77,5,0.833,8,1131551.95
2,5,808,2092,79,10,0.698,7,916487.8
5,5,842,2454,48,3,0.691,10,894378.58
2,1,935,987,59,7,0.326,5,641686.53
6,1,676,3558,64,6,0.786,4,782705.96
3,1,638,9520,31,1,0.9,1,448261.12
3,5,693,9425,78,4,0.219,10,977473.14
7,5,3757,7231,20,6,0.625,3,1431536.55
3,5,3735,6837,17,6,0.392,2,1210253.56
7,3,1442,9294,59,3,0.99,8,1078922.0
7,5,4379,4982,12,6,0.479,8,1610616.75
6,3,3613,7773,23,10,0.228,5,1553354.84
3,1,3462,1237,29,6,0.382,5,1011581.88
7,1,1453,1632,1,9,0.654,4,1094347.33
4,1,1802,9788,24,9,0.076,1,1131278.77
5,2,3881,9551,49,2,0.604,1,1022149.97
2,2,3380,9753,13,4,0.931,6,1117889.53
2,4,2687,6594,5,9,0.85,4,1195568.94
6,4,1045,4374,75,4,0.068,4,847991.47
3,4,2427,4585,29,8,0.993,3,1040600.49
3,2,4652,6020,29,10,0.699,9,1597848.5
7,2,504,8550,37,3,0.162,3,793569.14
1,4,3981,7618,57,3,0.012,8,1053118.14
7,4,3753,1484,40,9,0.171,2,1375675.79
5,5,1862,5033,56,10,0.838,4,1189090.53
4,4,2320,1377,35,8,0.022,1,1031898.53
2,5,3163,8807,63,1,0.233,5,935863.55
7,3,3438,1027,15,10,0.757,2,1344691.42
1,2,1773,3128,77,2,0.586,1,396354.31
1,4,3826,3531,71,3,0.783,1,753117.7
7,2,4159,9819,13,2,0.746,2,1177264.47
6,2,3445,1230,30,3,0.051,5,1042644.65
2,2,3518,2509,65,8,0.893,9,1148586.73
6,3,1631,6582,67,6,0.227,6,1100469.91
4,1,3136,2034,64,7,0.553,4,968774.41
1,4,3529,9293,54,10,0.644,3,1254162.55
1,1,3519,6005,77,10,0.169,8,1224711.31
5,1,4877,2220,39,6,0.976,3,1201806.82
4,1,3659,1568,24,1,0.488,1,715704.16
1,2,753,6834,24,3,0.058,4,557435.09
4,5,828,9435,2,1,0.937,5,783944.07
2,2,3091,3904,68,10,0.586,5,1168420.86
3,2,3330,5155,25,9,0.699,5,1231912.01
1,1,3544,4105,39,9,0.525,8,1171809.9
5,2,1920,2338,37,5,0.835,8,991578.67
2,1,3901,2131,37,4,0.033,4,900719.51
7,5,3392,8968,67,9,0.268,9,1664195.32
4,4,1154,7739,6,9,0.47,1,1105389.93
7,1,1259,9061,29,3,0.077,5,957900.42
6,5,2298,6358,18,5,0.706,5,1183062.61
2,4,3471,6744,34,3,0.394,5,1003896.71
7,3,3926,7926,32,10,0.273,8,1782592.34
1,1,754,1280,32,2,0.003,9,484335.09
4,1,4323,6063,77,1,0.72,3,864039.72
3,3,2376,4894,37,10,0.834,9,1337545.44
2,3,3257,6967,9,2,0.395,8,1029504.57
1,1,3124,3593,56,8,0.564,3,879833.32
5,3,4621,3692,27,8,0.228,2,1364092.06
6,2,3504,1998,77,3,0.622,4,947977.65
4,4,4234,8811,37,7,0.012,2,1384816.08
2,4,1744,3172,15,7,0.489,4,908983.28
2,4,1508,2692,20,2,0.644,5,659133.04
3,2,4814,6590,5,9,0.918,2,1347372.62
3,3,2010,2683,40,3,0.381,8,816935.63
5,5,2459,6267,14,2,0.765,1,881513.99
6,3,3008,1597,2,3,0.598,3,1018760.57
5,1,3182,9009,42,2,0.927,7,1044047.49
1,4,1489,9035,46,8,0.398,10,1146276.22
1,3,4784,954,13,5,0.319,1,983271.59
5,5,754,5762,65,3,0.887,2,696054.16
6,1,4663,4880,28,5,0.049,3,1270505.59
5,2,4952,8850,3,8,0.136,2,1543705.7
6,2,755,6747,25,7,0.082,2,937322.35
6,5,1507,5120,11,6,0.843,6,1194255.45
7,1,2255,2692,1,1,0.011,7,946382.18
4,4,3071,9889,16,10,0.862,6,1481552.21
6,3,4408,4224,34,1,0.451,6,1170883.4
3,1,3497,2815,9,1,0.004,9,963835.77
6,2,3303,7473,42,10,0.402,8,1569257.05
6,5,4265,6832,20,8,0.187,8,1703636.28
6,5,4879,5633,14,8,0.624,6,1654132.16
7,3,3883,9865,34,7,0.679,5,1550577.18
7,5,598,1365,59,6,0.488,9,1074030.84
1,5,696,8212,43,4,0.041,2,668389.0
7,1,3029,2818,4,1,0.656,7,1010473.38
3,4,1377,3114,72,9,0.842,6,985750.47
3,3,2368,5212,17,1,0.72,7,830847.37
7,1,3165,4683,20,4,0.83,4,1124520.05
5,4,1888,9016,71,3,0.201,9,1103534.96
4,1,2915,7539,73,7,0.889,7,1140491.02
7,1,1069,8702,50,5,0.322,2,870860.98
6,5,3137,1989,40,5,0.013,4,1211163.24
2,4,1565,7956,23,4,0.843,5,851389.75
4,3,921,8142,23,1,0.942,2,579591.26
4,3,3383,7684,37,5,0.656,10,1319470.84
3,4,1704,3957,43,4,0.231,8,887348.13
4,5,1044,6320,56,10,0.252,1,1056187.06
7,2,4666,2541,58,8,0.467,3,1370965.77
6,1,4139,4488,33,2,0.898,1,947623.31
6,5,1723,8285,74,8,0.15,5,1258849.09
1,4,3672,6169,22,1,0.826,8,970496.79
6,1,1267,6444,42,4,0.291,7,945500.89
6,3,4157,9889,39,3,0.809,9,1420369.26
3,2,1154,4823,46,5,0.92,2,639376.66
6,3,2946,1516,40,5,0.427,8,1181846.28
1,4,720,4767,46,5,0.365,8,756199.55
2,1,4166,8223,19,4,0.802,6,1101998.84
7,4,4777,7250,76,8,0.529,3,1504058.6
3,1,4902,4015,64,3,0.684,2,912973.53
2,5,3069,8625,67,4,0.623,8,1104025.5
3,2,1513,1190,23,1,0.153,6,598227.58
5,5,2551,3837,35,7,0.845,4,1154993.82
4,5,4485,1032,44,1,0.196,5,1026572.93
5,4,4810,3931,1,2,0.932,5,1210448.03
6,2,3519,8434,27,7,0.251,9,1508048.01
2,1,4181,1033,25,1,0.734,9,892043.37
6,1,1943,2191,22,3,0.285,8,949832.86
4,3,4696,1689,78,6,0.318,8,1302267.57
3,1,3510,8702,35,6,0.31,2,1063628.99
4,4,1072,1545,5,6,0.748,3,804046.89
1,5,1832,1227,34,2,0.557,8,677568.36
4,5,4502,1531,37,2,0.883,5,1123158.74
1,5,3634,1599,34,6,0.307,7,1089113.7
4,2,4586,7307,73,10,0.692,8,1541987.5
7,1,725,7825,52,5,0.753,6,948190.01
1,4,4700,9827,37,7,0.151,5,1374707.21
2,2,2497,8424,58,7,0.401,8,1121487.31
6,3,1271,9126,42,5,0.483,1,909035.66
6,4,933,6183,3,8,0.356,1,1068091.16
5,4,3599,7007,4,10,0.322,1,1451146.87
6,4,3229,3338,67,6,0.686,3,1123197.37
3,5,3907,4518,44,5,0.216,10,1337308.19
7,4,3640,9032,79,4,0.709,6,1334597.31
4,1,1365,4167,24,7,0.935,6,923946.0
5,4,3293,5808,77,4,0.565,5,1087259.06
3,5,3411,6029,10,5,0.611,7,1265713.22
3,4,2915,8188,28,5,0.069,5,1157337.21
1,3,750,3215,33,1,0.864,2,343278.73
6,3,4257,7971,13,1,0.285,4,1161385.4
2,5,1418,3749,23,3,0.615,1,627992.38
2,1,1673,5061,58,3,0.979,7,668061.6
5,1,3703,5945,38,2,0.596,4,958746.95
7,2,932,4266,25,2,0.725,4,758441.76
2,5,1335,3888,42,6,0.445,4,843732.43
4,4,2746,1915,35,1,0.06,3,755736.82
2,5,2762,5378,38,6,0.798,8,1140951.25
5,2,1397,3390,60,5,0.035,4,841117.07
2,5,4132,8172,15,6,0.701,8,1370309.61
4,5,4315,4373,58,5,0.023,9,1384264.29
1,2,746,3778,5,7,0.862,1,610499.37
7,1,2929,8113,55,1,0.158,4,957417.37
5,4,1490,7822,7,3,0.514,6,981456.94
1,2,3810,5775,26,6,0.597,8,1151149.11
1,3,1426,5725,70,1,0.458,6,543752.79
1,1,3938,8847,26,7,0.341,6,1216324.68
3,3,3107,8890,45,4,0.468,10,1182511.75
7,1,1574,8851,40,3,0.311,4,953393.36
6,4,4522,6092,78,10,0.438,9,1698861.2
7,4,4299,7445,24,9,0.359,7,1708626.6
3,5,3651,6203,17,1,0.566,6,1031037.13
6,3,3938,4230,11,8,0.238,1,1371219.39
7,1,3991,2795,50,1,0.989,2,913489.21
1,4,1206,6830,38,5,0.501,6,799238.56
5,2,3564,4691,9,10,0.194,1,1329965.89
6,4,1253,7945,73,8,0.477,5,1138114.76
4,2,1087,9298,76,6,0.866,1,751275.7
4,1,1834,2902,53,7,0.022,3,846151.25
2,4,2347,3830,28,8,0.68,7,1105277.85
6,4,4434,9324,40,6,0.548,5,1496848.61
5,1,4426,8907,8,6,0.17,10,1541738.51
3,4,3817,1042,62,6,0.817,1,928261.03
1,2,4520,2684,76,5,0.369,1,861840.14
2,4,3655,8815,36,8,0.294,8,1406390.24
4,3,4802,7547,13,2,0.828,9,1320104.76
3,5,2698,9294,72,7,0.639,7,1211461.45
3,2,664,5130,71,4,0.898,3,562417.0
1,3,2498,8663,38,1,0.63,6,737760.42
6,1,3557,3909,39,5,0.741,3,1084501.86
4,2,2584,2986,53,3,0.836,10,948742.62
5,5,4928,2350,2,4,0.055,4,1353335.59
3,5,902,1446,54,7,0.776,4,796512.19
1,1,913,6944,32,5,0.614,3,562334.87
5,1,544,5456,70,4,0.07,10,845767.68
6,2,4657,9704,18,1,0.509,6,1314284.57
4,4,2967,1337,33,6,0.082,5,1134410.04
6,1,1367,7372,77,10,0.736,9,1256579.72
3,4,518,1034,49,6,0.547,9,822823.62
5,3,864,7339,46,7,0.954,3,957986.66
5,5,4332,2174,45,1,0.183,9,1229368.49
5,4,1079,2709,55,4,0.606,3,718514.31
3,5,1045,9907,56,9,0.212,4,1086560.33
3,4,4650,8018,50,10,0.614,1,1431790.99
6,3,3539,880,53,6,0.723,5,1146409.26
2,1,4637,2883,27,2,0.722,9,1059254.54
6,3,4544,2490,18,4,0.815,2,1184016.0
4,1,4826,1556,26,6,0.854,4,1188894.42
1,1,952,3470,47,4,0.077,10,684155.32
5,5,4461,4551,18,10,0.343,2,1529593.5
2,3,1881,9459,50,7,0.687,8,1114789.86
1,4,1967,6061,6,3,0.499,9,908375.25
2,3,3238,7652,28,6,0.191,3,1061831.3
7,5,1716,2294,42,4,0.553,9,1129547.26
6,1,1380,6540,68,3,0.407,6,837910.44
3,5,4314,8855,57,3,0.39,6,1199163.5
5,2,3649,1701,7,2,0.81,7,1029602.57
6,2,584,1472,41,3,0.408,5,665259.36
1,4,4644,9430,75,10,0.026,6,1498985.61
7,5,1668,1244,41,1,0.058,1,722920.75
7,4,4664,9957,12,3,0.856,3,1372904.64
7,4,3629,9455,25,9,0.961,9,1689688.11
1,2,4145,2998,17,4,0.688,5,928052.4
1,4,3026,3087,41,3,0.364,5,842390.76
1,2,3367,4808,50,8,0.939,8,1128574.13
1,1,4016,9904,15,1,0.663,2,824374.98
7,5,3867,1296,2,5,0.844,7,1415489.75
7,4,2694,2263,78,1,0.766,9,1004363.68
2,2,4055,7628,44,7,0.379,7,1272714.37
6,3,945,5053,21,5,0.479,5,969900.53
5,4,4126,1293,22,2,0.186,6,1131599.92
3,1,4516,5865,58,1,0.292,4,935601.95
7,1,4375,6230,61,7,0.778,7,1471616.6
3,3,3837,2226,67,1,0.894,1,667404.07
6,2,761,2593,53,3,0.724,4,647537.32
6,4,2348,3523,56,6,0.465,3,1040420.7
3,2,4525,1458,22,6,0.087,4,1189160.96
7,1,2766,5561,59,7,0.057,1,1103688.98
3,2,591,8430,72,1,0.374,2,416850.54
2,1,4722,9541,54,7,0.464,9,1409655.56
4,2,4675,9634,79,2,0.609,7,1172786.66
7,3,3809,5150,62,6,0.006,6,1392671.37
7,5,1482,1007,55,8,0.99,2,1063776.28
5,3,3943,4990,54,5,0.364,1,1112021.42
1,3,3033,2683,24,10,0.848,2,1039760.21
4,5,1193,3686,25,3,0.535,7,834461.53
6,5,4620,1277,48,8,0.13,2,1401440.75
7,4,655,9753,62,8,0.798,3,1114980.92
3,4,4088,9181,44,4,0.71,8,1259259.18
4,3,2312,7654,72,8,0.527,7,1238989.41
5,3,4614,1555,78,5,0.515,9,1302318.33
6,1,1907,5731,38,5,0.087,4,983086.97
1,1,1716,6524,64,3,0.656,7,634267.1
1,4,1910,4950,68,7,0.911,1,740584.76
5,4,3997,4860,55,9,0.093,2,1346529.96
5,1,4872,5565,8,9,0.264,7,1654037.85
3,1,1051,4412,69,1,0.902,2,382107.03
7,2,3894,7353,27,1,0.284,6,1219325.93
1,2,1676,8178,44,10,0.654,10,1148171.42
6,1,4832,2489,25,5,0.535,9,1419478.27
4,2,1497,2116,27,1,0.596,5,635841.73
6,5,4576,7930,39,4,0.416,10,1590282.11
2,4,3231,3986,14,1,0.3,7,891397.82
2,4,4437,6589,5,2,0.049,1,991268.12
5,1,4552,1945,26,2,0.744,8,1119901.28
3,3,872,5194,37,4,0.746,9,813651.24
2,1,2748,8742,67,8,0.671,5,1081125.58
1,2,1348,8348,74,2,0.644,6,537099.74
6,3,3056,1360,63,9,0.244,8,1380338.38
6,2,2822,2712,29,9,0.022,4,1252433.93
5,5,1003,2664,2,2,0.809,2,670964.97
7,2,3689,1096,61,1,0.491,10,1068355.33
7,5,1202,3209,11,10,0.307,8,1405588.91
4,5,4125,8430,29,10,0.102,2,1555214.63
5,2,814,2261,37,9,0.063,5,999546.48
4,2,2876,5092,59,2,0.349,6,857042.77
7,5,1540,3068,37,8,0.805,5,1220752.95
5,3,4878,1794,14,3,0.919,6,1248916.09
5,5,3490,7354,17,1,0.897,6,1127610.93
5,4,757,807,51,1,0.92,3,535174.98
7,5,1074,3315,28,10,0.908,3,1214211.28
4,3,2052,2217,59,2,0.527,9,849383.05
4,4,1257,3116,20,7,0.219,3,916142.43
5,1,3310,8158,16,6,0.798,3,1179007.97
2,1,1604,4732,17,2,0.214,2,545255.83
3,3,3959,7004,56,4,0.267,7,1178206.58
7,5,4492,2087,36,2,0.233,10,1401438.29
3,2,703,1918,59,1,0.515,10,571031.98
3,3,3275,9544,37,3,0.322,4,1005942.77
4,4,2832,8437,11,4,0.154,1,991437.36
4,4,2492,1460,74,10,0.453,6,1214556.09
2,1,2743,9707,72,5,0.874,5,871552.22
3,4,806,7722,0,5,0.571,2,804753.73
3,3,2187,8904,57,7,0.878,6,1087780.04
5,4,4609,7137,2,10,0.196,1,1589551.26
4,3,2360,3329,62,8,0.167,3,1022768.42
3,2,2461,4770,20,9,0.576,4,1117344.23
6,1,1222,4207,22,7,0.463,3,954049.34
2,4,1279,9846,8,5,0.66,6,970099.3
6,3,1028,8216,54,9,0.795,4,1161598.83
6,5,843,5560,18,8,0.751,1,1032493.88
7,1,4286,2697,61,10,0.942,5,1460940.98
7,2,4182,7164,38,9,0.398,5,1560085.42
2,3,708,9264,75,10,0.206,9,1116158.93
6,2,3906,4887,26,8,0.551,8,1513257.66
3,2,1811,5174,45,6,0.111,8,993903.94
4,4,2799,8407,33,4,0.289,5,1120962.25
2,4,3836,4819,32,9,0.208,8,1402449.68
5,3,2447,1615,49,9,0.397,10,1336009.85
6,5,1419,8055,19,10,0.111,7,1475582.05
2,3,2544,1722,39,10,0.032,1,1017592.56
1,5,918,5667,57,9,0.657,7,967506.89
1,2,2249,2064,30,10,0.61,8,1064860.64
7,1,3342,4524,37,3,0.708,3,1008381.74
4,3,1599,3522,44,3,0.66,9,885223.15
3,3,3892,6155,40,6,0.114,8,1353416.25
4,5,3272,3350,8,6,0.291,2,1136275.58
4,2,2980,6119,8,6,0.13,6,1210596.75
4,2,2045,7486,62,5,0.843,4,878848.95
4,5,1570,2473,78,5,0.747,3,754030.66
5,2,2350,5387,76,2,0.202,6,842113.68
5,4,4698,6153,21,7,0.341,10,1616620.56
7,1,3439,7657,15,4,0.967,9,1372038.7
2,3,2403,2466,31,3,0.594,2,616877.39
1,1,1178,5311,65,8,0.801,10,884753.44
4,3,1488,6972,13,4,0.265,10,1051687.44
7,4,2975,2184,37,4,0.21,10,1286992.4
2,2,2107,5203,7,8,0.784,5,1044730.45
1,5,3369,4754,20,1,0.686,6,869081.34
6,4,2002,7105,55,9,0.681,4,1236482.08
3,1,2289,9052,45,7,0.553,7,1088779.66
5,5,1925,8038,42,2,0.564,2,845250.38
6,2,2940,7781,45,6,0.736,7,1273249.09
1,4,2542,6826,47,8,0.27,2,991017.83
6,5,1778,7409,69,5,0.353,1,1008301.5
3,4,3094,9464,30,6,0.872,5,1153633.98
7,4,2936,1758,32,10,0.309,2,1353333.75
1,2,4303,9524,43,8,0.546,8,1358728.65
6,3,2705,1293,70,6,0.703,8,1159240.97
5,5,1527,7842,7,9,1.0,1,1166676.36
5,2,4039,881,72,9,0.435,4,1264357.24
2,4,3983,7799,1,9,0.428,9,1557941.72
6,2,2741,3770,16,6,0.843,5,1129530.18
4,3,3265,811,51,9,0.806,10,1355445.31
6,5,1673,8624,44,3,0.731,6,1066660.1
7,3,3730,1561,36,5,0.463,3,1199980.6
1,1,3850,3985,41,2,0.324,5,819281.0
1,5,903,825,43,8,0.609,1,668263.5
7,3,3225,2606,37,4,0.876,8,1249439.85
6,4,3882,7451,5,6,0.884,6,1470712.79
7,5,4663,6464,67,6,0.108,2,1438558.83
3,5,587,5954,50,5,0.428,4,762987.92
7,2,1658,6624,34,1,0.465,4,836713.12
5,4,4773,4459,57,7,0.978,9,1507152.17
7,1,3357,2325,56,10,0.678,9,1514077.78
1,3,1881,1560,72,8,0.407,5,824495.91
5,2,2564,1394,5,1,0.026,3,778654.77
1,3,2874,7992,12,10,0.565,1,1136235.49
2,1,817,1855,58,7,0.096,6,762937.09
4,1,2002,3883,29,4,0.834,8,880065.52
1,5,2542,4475,1,6,0.753,1,868489.23
5,1,2522,6757,57,9,0.461,1,1061618.58
2,3,618,6055,35,5,0.429,7,766658.02
1,4,1209,5028,71,8,0.897,7,879200.37
3,4,4057,4981,44,5,0.288,2,1076753.55
7,5,4640,2630,8,2,0.249,3,1264155.46
4,3,4909,4195,64,4,0.939,2,1082878.1
1,3,3750,2003,76,2,0.809,6,745567.84
2,1,917,3610,49,7,0.821,8,793893.52
3,3,3103,3892,78,7,0.195,8,1175734.69
6,2,4354,3844,31,3,0.143,1,1099250.61
2,1,1601,6871,42,7,0.026,9,1032860.27
7,2,4921,8072,77,1,0.237,8,1346328.37
2,5,3928,5473,53,1,0.774,9,1038276.56
3,4,2761,4314,46,9,0.24,9,1323427.18
2,5,4669,6992,13,6,0.729,6,1358724.94
3,4,4134,944,47,5,0.252,3,1034036.44
1,5,1008,8307,54,6,0.395,1,705876.29
3,3,2879,5657,28,6,0.983,8,1162103.45
3,2,3664,2177,46,1,0.245,10,968905.65
4,4,1187,3946,62,5,0.376,3,783495.16
3,1,1792,5824,18,9,0.301,7,1106263.26
3,2,4405,1593,8,4,0.11,10,1281594.99
6,1,3575,6556,36,3,0.49,6,1133080.39
1,2,3709,5214,51,1,0.379,3,681909.67
7,2,824,1910,56,2,0.695,6,699545.64
4,5,2493,6472,27,3,0.818,3,986875.32
6,4,4476,4853,35,4,0.544,9,1436725.66
5,4,3270,4737,63,7,0.032,1,1134538.07
1,2,4872,4763,17,6,0.619,8,1269607.91
1,3,3083,5742,34,8,0.055,5,1118077.59
5,3,4057,6697,67,9,0.616,4,1383850.48
7,1,4087,9774,77,6,0.685,1,1249034.26
3,1,651,1916,38,7,0.198,9,871051.9
6,5,1454,2550,7,4,0.819,9,1100315.79
2,2,4854,4827,79,2,0.911,5,902746.69
4,1,2871,6545,14,9,0.813,9,1356883.08
2,1,1691,5864,6,9,0.305,10,1164919.45
5,2,1187,6738,16,4,0.587,9,1004908.79
1,5,809,4197,63,3,0.915,7,627379.03
7,1,2002,9065,11,10,0.321,8,1506012.34
1,5,3627,2159,55,6,0.82,1,883156.9
4,4,3867,5653,45,3,0.009,4,1134702.9
1,5,3895,2741,46,1,0.004,10,1020544.12
1,3,1313,3948,78,4,0.76,10,733001.63
4,3,1345,8733,15,1,0.761,4,774672.63
6,5,1664,2085,68,2,0.789,9,929726.23
6,3,2267,7274,1,3,0.93,3,959789.46
4,4,854,1570,53,8,0.118,10,1085133.32
7,2,2372,2643,26,10,0.232,10,1465059.83
5,3,2524,873,30,4,0.904,1,809180.11
1,3,3317,2460,40,4,0.177,5,834115.13
7,5,4332,5149,35,10,0.682,7,1736882.89
1,4,4775,7902,46,9,0.53,4,1368264.31
5,2,565,8800,42,7,0.083,9,1091247.62
6,5,4766,9811,64,2,0.285,6,1380912.96
7,5,4590,4618,49,3,0.52,6,1394311.23
3,4,3021,1131,0,4,0.852,3,888260.94
3,2,3081,2221,71,4,0.708,10,993142.82
3,4,1890,8312,56,10,0.622,10,1328627.01
6,2,1630,7690,15,8,0.496,5,1208310.01
6,4,2986,5731,27,10,0.299,10,1643966.79
5,5,1334,6825,21,10,0.119,6,1319199.43
1,5,726,5208,40,6,0.409,4,704595.59
5,1,4015,5913,75,3,0.029,3,1015947.56
5,3,2943,9219,18,9,0.211,5,1462451.61
6,4,1227,3681,49,10,0.432,7,1254178.7
3,1,4186,3665,58,8,0.419,6,1218523.74
2,3,4122,3375,68,9,0.044,2,1161053.51
1,4,1536,6985,33,5,0.589,1,696179.6
6,2,2332,9456,38,3,0.55,5,1049318.05
3,3,3240,6541,73,4,0.078,5,945655.1
7,5,992,1077,6,5,0.943,6,993047.91
2,1,2048,865,51,9,0.099,3,834705.4
2,3,1643,5062,59,9,0.855,1,840167.35
6,3,4457,6504,51,3,0.0,4,1252137.56
4,5,3907,9394,78,7,0.882,4,1328343.61
1,4,1139,8789,23,6,0.02,10,1052111.63
2,2,672,7055,25,4,0.758,2,540325.3
6,5,4854,8241,9,5,0.362,8,1684640.09
6,2,4459,5492,16,10,0.738,6,1649458.37
3,4,1016,5219,77,2,0.402,3,525536.05
7,3,1022,8760,1,7,0.071,1,1119444.11
4,2,2417,6878,76,4,0.768,3,813291.51
1,1,3386,2237,26,2,0.071,8,831287.28
5,1,2664,9420,72,6,0.922,4,1075046.21
7,5,2429,7832,70,2,0.051,3,1073172.09
7,4,4445,6531,47,10,0.479,4,1674595.55
3,5,2709,4178,73,2,0.723,4,788888.69
2,5,4283,9384,8,7,0.393,2,1323193.58
2,5,3090,7147,22,1,0.217,4,893532.7
3,1,4576,7201,70,7,0.759,9,1377385.44
6,1,1593,7429,72,10,0.784,4,1141645.82
2,5,4380,5341,26,5,0.923,1,1059547.75
4,1,2994,8676,70,1,0.376,1,686606.2
1,4,3079,9333,42,6,0.506,1,978100.96
7,5,2988,9124,6,7,0.363,5,1518835.76
7,1,3285,1064,62,1,0.257,6,906711.84
4,2,3258,2234,43,9,0.751,6,1244110.28
2,5,2074,6127,38,7,0.34,6,1068984.46
7,5,2873,5897,39,1,0.428,9,1200107.12
5,4,4490,2460,6,3,0.404,1,1108466.72
1,3,1593,6492,69,5,0.713,10,864830.95
1,3,1689,3154,24,4,0.918,6,708577.3
7,4,3189,9257,58,2,0.667,8,1280500.3
3,4,4595,7261,12,1,0.472,8,1192170.36
7,4,2375,7844,61,4,0.779,3,1081200.4
3,3,3906,6297,7,7,0.641,5,1295553.17
7,4,2287,5349,44,4,0.061,10,1285445.28
5,1,4432,7134,17,9,0.096,4,1511656.89
6,5,2107,6810,59,8,0.038,1,1179625.95
1,5,4248,5726,59,8,0.457,9,1392534.59
7,2,548,6865,1,5,0.826,5,984577.29
5,2,4361,2979,65,1,0.313,2,879662.7
3,5,2680,5767,13,9,0.384,2,1214223.67
3,1,3546,1434,47,2,0.909,7,823234.25
1,3,3333,4431,55,6,0.837,4,921576.36
4,3,1897,5477,11,10,0.665,1,1100988.77
7,1,4326,3018,54,5,0.267,5,1274551.61
2,3,1331,2189,27,10,0.117,2,908782.89
3,4,3197,5076,3,8,0.016,7,1367750.88
6,5,3235,2049,35,3,0.107,9,1240979.65
6,5,581,8440,49,6,0.293,1,898287.58
3,1,586,6512,2,6,0.552,2,710587.37
4,3,2563,2045,0,10,0.064,6,1316530.76
4,2,1321,9045,16,3,0.136,8,963471.92
5,2,662,1242,70,7,0.181,7,848355.42
6,3,4239,7776,61,4,0.632,9,1377190.61
5,2,2897,5475,47,5,0.616,2,988332.13
6,1,2432,8753,61,9,0.551,9,1392377.87
7,1,3228,5177,68,6,0.251,4,1179774.88
7,3,4035,7858,18,10,0.371,3,1620180.8
2,2,3946,1622,33,4,0.097,7,1021488.76
7,1,3290,3739,48,8,0.226,5,1307294.29
2,1,3207,7896,79,9,0.898,5,1089998.33
7,4,4433,6565,46,10,0.98,2,1584734.63
1,4,3885,1831,49,5,0.648,6,984857.6
7,1,1422,1362,25,2,0.917,6,777809.03
5,3,2675,1140,55,6,0.643,4,997359.2
3,5,2082,5367,77,8,0.033,5,1078293.75
5,5,1064,8662,13,5,0.997,7,1067492.29
3,1,3758,3096,77,1,0.099,8,910951.71
4,1,3097,1034,24,8,0.683,6,1121614.56
5,1,3000,6002,3,9,0.253,5,1355358.34
4,3,1487,2091,78,1,0.392,3,552449.27
2,4,4136,5527,31,8,0.646,7,1373858.15
2,1,723,9520,77,10,0.436,8,1003851.14
1,1,850,3739,64,2,0.251,3,336887.67
7,2,2428,6235,60,4,0.334,5,1052707.86
5,3,848,7781,19,2,0.342,2,729413.93
4,1,4777,6192,73,2,0.959,10,1180955.41
3,2,1517,8772,9,10,0.799,10,1303741.48
2,5,2726,2033,33,3,0.459,4,794486.5
7,1,4624,3600,60,8,0.2,4,1400455.33
2,1,2919,3575,26,4,0.811,8,931960.28
3,2,2393,6844,39,7,0.157,3,1010097.46
7,3,3540,4287,64,10,0.21,5,1498339.69
7,1,2568,8183,32,3,0.366,5,1069061.03
4,5,1625,4650,67,10,0.88,2,1024229.94
4,1,3617,5797,70,3,0.132,9,1107632.27
5,5,4661,1690,8,2,0.122,4,1195860.78
5,4,4542,6720,15,6,0.494,9,1590384.69
6,4,4933,1988,4,6,0.276,9,1594201.34
6,5,2670,6444,22,1,0.569,2,943093.64
1,3,946,1540,42,7,0.452,9,832985.96
2,1,3158,2169,56,4,0.435,9,931236.96
5,1,3862,2800,50,3,0.112,2,944791.31
4,4,3218,2271,12,8,0.141,6,1300625.97
3,5,3983,2336,23,2,0.821,9,1131420.94
4,1,3444,1118,10,9,0.886,4,1198521.99
2,1,4876,5953,51,8,0.235,2,1203834.56
6,3,1095,2694,16,8,0.113,7,1145360.23
4,2,2486,8791,36,3,0.053,9,1124344.95
1,4,3250,9392,12,4,0.608,6,1066351.09
2,4,1574,6735,61,2,0.715,4,648919.53
6,2,4469,1523,7,2,0.373,1,1026421.55
3,1,4805,3129,55,4,0.68,4,985848.69
6,3,4721,3570,69,6,0.713,3,1301341.88
7,3,4080,8345,43,5,0.935,7,1390092.93
1,4,3507,5646,59,1,0.065,10,922327.44
2,3,1469,1067,40,10,0.192,5,978566.6
3,2,1080,1369,20,1,0.069,3,484071.42
1,1,3324,2773,41,6,0.868,2,776688.4
6,2,4501,9537,73,3,0.793,2,1154666.44
1,5,1711,3622,73,3,0.575,5,588881.4
2,4,729,5260,28,7,0.084,8,970619.51
5,3,4784,1070,79,1,0.273,8,1098324.51
1,5,3685,8441,64,1,0.298,5,899207.14
7,3,1001,9730,16,10,0.561,2,1263086.83
1,1,2632,7480,29,3,0.258,4,768905.08
6,1,548,2057,25,8,0.073,7,1005171.97
6,1,4066,9050,52,1,0.731,6,1076888.89
3,3,3555,6170,18,10,0.299,10,1591976.64
6,5,1188,5658,52,4,0.452,7,1039136.02
4,1,886,9381,16,9,0.128,5,1067841.11
2,5,1469,9710,45,4,0.803,2,765927.26
2,3,3960,7799,52,10,0.566,8,1450159.32
5,5,1505,920,63,8,0.902,2,940976.99
5,3,3552,7708,44,7,0.495,8,1376464.62
